quote,author,tags,searchable_text
“There is no real ending. Itâ€™s just the place where you stop the story.”,Frank Herbert,"['endings', 'happy-endings', 'writing']",Quote: “There is no real ending. Itâ€™s just the place where you stop the story.” Author: Frank Herbert By: Frank Herbert About: endings Topic: endings Theme: endings About: happy-endings Topic: happy-endings Theme: happy-endings About: writing Topic: writing Theme: writing
"“There are no facts, only interpretations.”",Friedrich Nietzsche,"['perspective', 'truth']","Quote: “There are no facts, only interpretations.” Author: Friedrich Nietzsche By: Friedrich Nietzsche About: perspective Topic: perspective Theme: perspective About: truth Topic: truth Theme: truth"
"“No thief, however skillful, can rob one of knowledge, and that is why knowledge is the best and safest treasure to acquire.”","L. Frank Baum,","['knowledge', 'thievery', 'treasure']","Quote: “No thief, however skillful, can rob one of knowledge, and that is why knowledge is the best and safest treasure to acquire.” Author: L. Frank Baum, By: L. Frank Baum, About: knowledge Topic: knowledge Theme: knowledge About: thievery Topic: thievery Theme: thievery About: treasure Topic: treasure Theme: treasure book quotes"
“What is hell? I maintain that it is the suffering of being unable to love.”,"Fyodor Dostoevsky,","['hell', 'love', 'suffering']","Quote: “What is hell? I maintain that it is the suffering of being unable to love.” Author: Fyodor Dostoevsky, By: Fyodor Dostoevsky, About: hell Topic: hell Theme: hell About: love Topic: love Theme: love About: suffering Topic: suffering Theme: suffering love quotes"
“I have the choice of being constantly active and happy or introspectively passive and sad. Or I can go mad by ricocheting in between.”,"Sylvia Plath,",['mood-swings'],"Quote: “I have the choice of being constantly active and happy or introspectively passive and sad. Or I can go mad by ricocheting in between.” Author: Sylvia Plath, By: Sylvia Plath, About: mood-swings Topic: mood-swings Theme: mood-swings"
"“HopeSmiles from the threshold of the year to come, Whispering 'it will be happier'...”",Alfred Lord Tennyson,"['happiness', 'hope', 'inspirational', 'new-year']","Quote: “HopeSmiles from the threshold of the year to come, Whispering 'it will be happier'...” Author: Alfred Lord Tennyson By: Alfred Lord Tennyson About: happiness Topic: happiness Theme: happiness About: hope Topic: hope Theme: hope About: inspirational Topic: inspirational Theme: inspirational About: new-year Topic: new-year Theme: new-year"
"“Some say the world will end in fire,Some say in ice.From what I've tasted of desire,I hold with those who favor fire. But if it had to perish twiceI think I know enough of hateTo say that for destruction iceIs also greatAnd would suffice.”",Robert Frost,['poetry'],"Quote: “Some say the world will end in fire,Some say in ice.From what I've tasted of desire,I hold with those who favor fire. But if it had to perish twiceI think I know enough of hateTo say that for destruction iceIs also greatAnd would suffice.” Author: Robert Frost By: Robert Frost About: poetry Topic: poetry Theme: poetry"
"“If I can stop one heart from breaking, I shall not live in vain.”",Emily Dickinson,"['life', 'love']","Quote: “If I can stop one heart from breaking, I shall not live in vain.” Author: Emily Dickinson By: Emily Dickinson About: life Topic: life Theme: life About: love Topic: love Theme: love love quotes"
"“You do not have to be good.You do not have to walk on your kneesfor a hundred miles through the desert, repenting.You only have to let the soft animal of your body love what it loves.Tell me about despair, yours, and I will tell you mine.Meanwhile the world goes on.Meanwhile the sun and the clear pebbles of the rainare moving across the landscapes,over the prairies and the deep trees,the mountains and the rivers.Meanwhile the wild geese, high in the clean blue air,are heading home again.Whoever you are, no matter how lonely,the world offers itself to your imagination,calls to you like the wild geese, harsh and exciting â€“over and over announcing your placein the family of things.”",Mary Oliver,"['beauty', 'birds', 'nature', 'poetry', 'shore', 'woods']","Quote: “You do not have to be good.You do not have to walk on your kneesfor a hundred miles through the desert, repenting.You only have to let the soft animal of your body love what it loves.Tell me about despair, yours, and I will tell you mine.Meanwhile the world goes on.Meanwhile the sun and the clear pebbles of the rainare moving across the landscapes,over the prairies and the deep trees,the mountains and the rivers.Meanwhile the wild geese, high in the clean blue air,are heading home again.Whoever you are, no matter how lonely,the world offers itself to your imagination,calls to you like the wild geese, harsh and exciting â€“over and over announcing your placein the family of things.” Author: Mary Oliver By: Mary Oliver About: beauty Topic: beauty Theme: beauty About: birds Topic: birds Theme: birds About: nature Topic: nature Theme: nature About: poetry Topic: poetry Theme: poetry About: shore Topic: shore Theme: shore About: woods Topic: woods Theme: woods love quotes"
"“What would men be without women? Scarce, sir...mighty scarce.”",Mark Twain,"['humor', 'men', 'women']","Quote: “What would men be without women? Scarce, sir...mighty scarce.” Author: Mark Twain By: Mark Twain About: humor Topic: humor Theme: humor About: men Topic: men Theme: men About: women Topic: women Theme: women"
“Youâ€™ve got about as much charm as a dead slug.”,"Suzanne Collins,",['the-hunger-games'],"Quote: “Youâ€™ve got about as much charm as a dead slug.” Author: Suzanne Collins, By: Suzanne Collins, About: the-hunger-games Topic: the-hunger-games Theme: the-hunger-games"
"“Francois Rabelais. He was a poet. And his last words were ""I go to seek a Great Perhaps."" That's why I'm going. So I don't have to wait until I die to start seeking a Great Perhaps.”","John Green,","['francois-rabelais', 'last-words']","Quote: “Francois Rabelais. He was a poet. And his last words were ""I go to seek a Great Perhaps."" That's why I'm going. So I don't have to wait until I die to start seeking a Great Perhaps.” Author: John Green, By: John Green, About: francois-rabelais Topic: francois-rabelais Theme: francois-rabelais About: last-words Topic: last-words Theme: last-words"
"“Youâ€™re wishinâ€™ too much, baby. You gotta stop wearing your wishbone where your backbone oughtta be.”","Elizabeth Gilbert,",['wish'],"Quote: “Youâ€™re wishinâ€™ too much, baby. You gotta stop wearing your wishbone where your backbone oughtta be.” Author: Elizabeth Gilbert, By: Elizabeth Gilbert, About: wish Topic: wish Theme: wish"
"“I felt my lungs inflate with the onrush of sceneryâ€”air, mountains, trees, people. I thought, ""This is what it is to be happy.”","Sylvia Plath,","['ecstasy', 'happiness', 'nature']","Quote: “I felt my lungs inflate with the onrush of sceneryâ€”air, mountains, trees, people. I thought, ""This is what it is to be happy.” Author: Sylvia Plath, By: Sylvia Plath, About: ecstasy Topic: ecstasy Theme: ecstasy About: happiness Topic: happiness Theme: happiness About: nature Topic: nature Theme: nature"
"“Don't."" Clary raised a warning hand. ""I'm not really in the mood right now.""""That's got to be the first time a girl's ever said that to me,"" Jace mused.”","Cassandra Clare,","['clary-fray', 'jace-wayland']","Quote: “Don't."" Clary raised a warning hand. ""I'm not really in the mood right now.""""That's got to be the first time a girl's ever said that to me,"" Jace mused.” Author: Cassandra Clare, By: Cassandra Clare, About: clary-fray Topic: clary-fray Theme: clary-fray About: jace-wayland Topic: jace-wayland Theme: jace-wayland life quotes"
